,Okres,Kraj,OborPece,PocetPoskytovatelu
1810,Hlavní město Praha,Hlavní město Praha,"pracovní lékařství, klinická osteologie, angiologie, vnitřní lékařství, revmatologie, radiologie a zobrazovací metody, neurologie, nefrologie, klinická onkologie, kardiologie, chirurgie, endokrinologie a diabetologie, dermatovenerologie, anesteziologie a intenzivní medicína",1
1811,Hlavní město Praha,Hlavní město Praha,"pracovní lékařství, laboratorní a vyšetřovací metody ve zdravotnictví, všeobecné praktické lékařství, pneumologie a ftizeologie, lékařská mikrobiologie, hygiena a epidemiologie",1
1812,Hlavní město Praha,Hlavní město Praha,"pracovní lékařství, pracovní lékařství, Fyzioterapeut, Klinický logoped, Klinický logoped, Klinický psycholog, Klinický psycholog, Klinický psycholog, Adiktolog, Adiktolog, Nutriční terapeut, Ergoterapeut, Ergoterapeut, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, sexuologie, sexuologie, sexuologie, sexuologie, sexuologie, návykové nemoci, návykové nemoci, návykové nemoci, návykové nemoci, návykové nemoci, gerontopsychiatrie, gerontopsychiatrie, gerontopsychiatrie, gerontopsychiatrie, gerontopsychiatrie, foniatrie, foniatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, praktické lékárenství, klinická farmacie, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, psychiatrie, psychiatrie, psychiatrie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, oftalmologie, oftalmologie, neurologie, neurologie, gynekologie a porodnictví, gynekologie a porodnictví, dermatovenerologie, dermatovenerologie, anesteziologie a intenzivní medicína",1
1813,Hlavní město Praha,Hlavní město Praha,"pracovní lékařství, všeobecné praktické lékařství",1
1814,Hlavní město Praha,Hlavní město Praha,"pracovní lékařství, všeobecné praktické lékařství, vnitřní lékařství, neurologie",1
1815,Hlavní město Praha,Hlavní město Praha,"pracovní lékařství, všeobecné praktické lékařství, vnitřní lékařství, radiologie a zobrazovací metody, psychiatrie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, kardiologie, gynekologie a porodnictví, endokrinologie a diabetologie, dermatovenerologie",1
1816,Hlavní město Praha,Hlavní město Praha,praktické lékařství pro děti a dorost,202
1817,Hlavní město Praha,Hlavní město Praha,"praktické lékařství pro děti a dorost, alergologie a klinická imunologie",7
1818,Hlavní město Praha,Hlavní město Praha,"praktické lékařství pro děti a dorost, dětské lékařství",1
1819,Hlavní město Praha,Hlavní město Praha,"praktické lékařství pro děti a dorost, kardiologie",1
1820,Hlavní město Praha,Hlavní město Praha,"praktické lékařství pro děti a dorost, nefrologie",1
1821,Hlavní město Praha,Hlavní město Praha,praktické lékárenství,337
1822,Hlavní město Praha,Hlavní město Praha,"praktické lékárenství, dermatovenerologie",1
1823,Hlavní město Praha,Hlavní město Praha,"praktické lékárenství, ortopedie a traumatologie pohybového ústrojí",1
1824,Hlavní město Praha,Hlavní město Praha,"praktické lékárenství, praktické lékárenství",2
1825,Hlavní město Praha,Hlavní město Praha,"praktické lékárenství, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, gynekologie a porodnictví",1
1826,Hlavní město Praha,Hlavní město Praha,"praktické lékárenství, vnitřní lékařství, endokrinologie a diabetologie",1
1827,Hlavní město Praha,Hlavní město Praha,"praktické lékárenství, všeobecné praktické lékařství, vnitřní lékařství, psychiatrie, praktické lékařství pro děti a dorost, ortopedie a traumatologie pohybového ústrojí, neurologie, gynekologie a porodnictví, endokrinologie a diabetologie",1
1828,Hlavní město Praha,Hlavní město Praha,"praktické lékárenství, zubní lékařství, všeobecné praktické lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí",1
1829,Hlavní město Praha,Hlavní město Praha,"praktické lékárenství, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, urologie, revmatologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, oftalmologie, neurologie, kardiologie, chirurgie, gynekologie a porodnictví, endokrinologie a diabetologie",1
1830,Hlavní město Praha,Hlavní město Praha,psychiatrie,138
1831,Hlavní město Praha,Hlavní město Praha,"psychiatrie, gynekologie a porodnictví",2
1832,Hlavní město Praha,Hlavní město Praha,"psychiatrie, neurologie",5
1833,Hlavní město Praha,Hlavní město Praha,"psychiatrie, neurologie, neurochirurgie",1
1834,Hlavní město Praha,Hlavní město Praha,"psychiatrie, plastická chirurgie, plastická chirurgie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, chirurgie, chirurgie, dermatovenerologie, dermatovenerologie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1835,Hlavní město Praha,Hlavní město Praha,"psychiatrie, psychiatrie",3
1836,Hlavní město Praha,Hlavní město Praha,"psychiatrie, psychiatrie, psychiatrie",1
1837,Hlavní město Praha,Hlavní město Praha,"psychosomatika, dětská a dorostová psychiatrie, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, urologie, rehabilitační a fyzikální medicína, psychiatrie, praktické lékařství pro děti a dorost, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, neurologie, kardiologie, chirurgie, gynekologie a porodnictví, gastroenterologie, dermatovenerologie",1
1838,Hlavní město Praha,Hlavní město Praha,"psychosomatika, neurologie",1
1839,Hlavní město Praha,Hlavní město Praha,"psychosomatika, pneumologie a ftizeologie, pneumologie a ftizeologie",1
1840,Hlavní město Praha,Hlavní město Praha,radiologie a zobrazovací metody,39
1841,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, chirurgie",1
1842,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, gynekologie a porodnictví",1
1843,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, kardiologie",1
1844,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, klinická onkologie, chirurgie, gynekologie a porodnictví",1
1845,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, neurologie",1
1846,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, nukleární medicína",2
1847,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, chirurgie, chirurgie, anesteziologie a intenzivní medicína",1
1848,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, chirurgie, chirurgie, gynekologie a porodnictví, anesteziologie a intenzivní medicína",1
1849,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, plastická chirurgie, chirurgie, anesteziologie a intenzivní medicína",1
1850,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, pneumologie a ftizeologie",1
1851,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",1
1852,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, radiační onkologie",1
1853,Hlavní město Praha,Hlavní město Praha,"radiologie a zobrazovací metody, radiační onkologie, klinická onkologie",1
1854,Hlavní město Praha,Hlavní město Praha,rehabilitační a fyzikální medicína,25
1855,Hlavní město Praha,Hlavní město Praha,"rehabilitační a fyzikální medicína, chirurgie",1
1856,Hlavní město Praha,Hlavní město Praha,"rehabilitační a fyzikální medicína, neurologie",3
1857,Hlavní město Praha,Hlavní město Praha,"rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí",2
1858,Hlavní město Praha,Hlavní město Praha,"rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí, anesteziologie a intenzivní medicína",1
1859,Hlavní město Praha,Hlavní město Praha,"rehabilitační a fyzikální medicína, radiační onkologie, endokrinologie a diabetologie",1
1860,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, gynekologie a porodnictví, anesteziologie a intenzivní medicína",1
1861,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, reprodukční medicína, laboratorní a vyšetřovací metody ve zdravotnictví, gynekologie a porodnictví, gynekologie a porodnictví, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1862,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, reprodukční medicína, laboratorní a vyšetřovací metody ve zdravotnictví, urologie, lékařská genetika, gynekologie a porodnictví, gynekologie a porodnictví, anesteziologie a intenzivní medicína",1
1863,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, reprodukční medicína, laboratorní a vyšetřovací metody ve zdravotnictví, urologie, lékařská genetika, gynekologie a porodnictví, gynekologie a porodnictví, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1
1864,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, reprodukční medicína, laboratorní a vyšetřovací metody ve zdravotnictví, urologie, lékařská genetika, gynekologie a porodnictví, gynekologie a porodnictví, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1865,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, reprodukční medicína, laboratorní a vyšetřovací metody ve zdravotnictví, urologie, urologie, gynekologie a porodnictví, gynekologie a porodnictví, anesteziologie a intenzivní medicína",2
1866,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, reprodukční medicína, urologie, urologie, gynekologie a porodnictví, gynekologie a porodnictví",1
1867,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, reprodukční medicína, urologie, urologie, gynekologie a porodnictví, gynekologie a porodnictví, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1868,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, reprodukční medicína, urologie, urologie, lékařská genetika, gynekologie a porodnictví, gynekologie a porodnictví",1
1869,Hlavní město Praha,Hlavní město Praha,"reprodukční medicína, urologie, gynekologie a porodnictví, anesteziologie a intenzivní medicína",1
1870,Hlavní město Praha,Hlavní město Praha,revmatologie,8
1871,Hlavní město Praha,Hlavní město Praha,"revmatologie, rehabilitační a fyzikální medicína",1
1872,Hlavní město Praha,Hlavní město Praha,sexuologie,3
1873,Hlavní město Praha,Hlavní město Praha,"sexuologie, dermatovenerologie",2
1874,Hlavní město Praha,Hlavní město Praha,"sexuologie, dětská dermatovenerologie, laboratorní a vyšetřovací metody ve zdravotnictví, všeobecné praktické lékařství, vnitřní lékařství, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, neurologie, lékařská genetika, hematologie a transfúzní lékařství, gynekologie a porodnictví, dermatovenerologie, alergologie a klinická imunologie",1
1875,Hlavní město Praha,Hlavní město Praha,"sexuologie, gynekologie a porodnictví",5
1876,Hlavní město Praha,Hlavní město Praha,"sexuologie, gynekologie a porodnictví, gynekologie a porodnictví",1
1877,Hlavní město Praha,Hlavní město Praha,"sexuologie, gynekologie a porodnictví, gynekologie a porodnictví, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1878,Hlavní město Praha,Hlavní město Praha,"sexuologie, klinická onkologie, gynekologie a porodnictví",1
1879,Hlavní město Praha,Hlavní město Praha,"sexuologie, korektivní dermatologie, dermatovenerologie",4
1880,Hlavní město Praha,Hlavní město Praha,"sexuologie, lékařská genetika, gynekologie a porodnictví",1
1881,Hlavní město Praha,Hlavní město Praha,"sexuologie, psychiatrie",1
1882,Hlavní město Praha,Hlavní město Praha,"sexuologie, psychiatrie, gynekologie a porodnictví",1
1883,Hlavní město Praha,Hlavní město Praha,"sexuologie, reprodukční medicína, reprodukční medicína, gynekologie a porodnictví, gynekologie a porodnictví, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1884,Hlavní město Praha,Hlavní město Praha,"sexuologie, urologie",3
1885,Hlavní město Praha,Hlavní město Praha,soudní lékařství,1
1886,Hlavní město Praha,Hlavní město Praha,traumatologie,1
1887,Hlavní město Praha,Hlavní město Praha,tělovýchovné lékařství,1
1888,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, tělovýchovné lékařství, dětská kardiologie, dětská kardiologie, vnitřní lékařství, vnitřní lékařství, kardiologie, kardiologie",1
1889,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, tělovýchovné lékařství, dětská kardiologie, dětská kardiologie, vnitřní lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, kardiologie, kardiologie, endokrinologie a diabetologie, endokrinologie a diabetologie, alergologie a klinická imunologie, alergologie a klinická imunologie",1
1890,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, vnitřní lékařství",3
1891,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, vnitřní lékařství, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, kardiologie, endokrinologie a diabetologie",1
1892,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína",1
1893,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství",1
1894,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, všeobecné praktické lékařství",2
1895,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, všeobecné praktické lékařství, vnitřní lékařství",1
1896,Hlavní město Praha,Hlavní město Praha,"tělovýchovné lékařství, všeobecné praktické lékařství, vnitřní lékařství, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",1
1897,Hlavní město Praha,Hlavní město Praha,"urogynekologie, gynekologie a porodnictví",6
1898,Hlavní město Praha,Hlavní město Praha,"urogynekologie, sexuologie, gynekologie a porodnictví",1
1899,Hlavní město Praha,Hlavní město Praha,"urogynekologie, sexuologie, urologie, psychiatrie, gynekologie a porodnictví",1
1900,Hlavní město Praha,Hlavní město Praha,urologie,48
1901,Hlavní město Praha,Hlavní město Praha,"urologie, dermatovenerologie",1
1902,Hlavní město Praha,Hlavní město Praha,"urologie, klinická onkologie",1
1903,Hlavní město Praha,Hlavní město Praha,"urologie, neurologie, neurochirurgie, endokrinologie a diabetologie, dermatovenerologie, anesteziologie a intenzivní medicína",1
1904,Hlavní město Praha,Hlavní město Praha,"urologie, plastická chirurgie, plastická chirurgie, otorinolaryngologie a chirurgie hlavy a krku, chirurgie, chirurgie, dermatovenerologie, dermatovenerologie, anesteziologie a intenzivní medicína",1
1905,Hlavní město Praha,Hlavní město Praha,"urologie, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, ortopedie a traumatologie pohybového ústrojí, neurologie, gynekologie a porodnictví",1
1906,Hlavní město Praha,Hlavní město Praha,"urologie, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, chirurgie",1
1907,Hlavní město Praha,Hlavní město Praha,"urologie, radiologie a zobrazovací metody, radiační onkologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, nukleární medicína, klinická onkologie, anesteziologie a intenzivní medicína",1
1908,Hlavní město Praha,Hlavní město Praha,"urologie, rehabilitační a fyzikální medicína",1
1909,Hlavní město Praha,Hlavní město Praha,"urologie, urologie",1
1910,Hlavní město Praha,Hlavní město Praha,vnitřní lékařství,58
1911,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, alergologie a klinická imunologie",7
1912,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, chirurgie",1
1913,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, chirurgie, anesteziologie a intenzivní medicína",1
1914,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, endokrinologie a diabetologie",28
1915,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, gastroenterologie",8
1916,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, geriatrie",1
1917,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, hematologie a transfúzní lékařství",2
1918,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, infekční lékařství",1
1919,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, kardiologie",29
1920,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, kardiologie, alergologie a klinická imunologie",1
1921,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, kardiologie, endokrinologie a diabetologie",2
1922,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, kardiologie, endokrinologie a diabetologie, alergologie a klinická imunologie",1
1923,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, kardiologie, hematologie a transfúzní lékařství, gastroenterologie, endokrinologie a diabetologie",1
1924,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství, alergologie a klinická imunologie",1
1925,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, nefrologie",11
1926,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, nefrologie, alergologie a klinická imunologie",1
1927,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, neurologie, klinická onkologie, gynekologie a porodnictví",1
1928,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, neurologie, nefrologie, alergologie a klinická imunologie",2
1929,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, oftalmologie, neurologie",1
1930,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, ortopedie a traumatologie pohybového ústrojí",1
1931,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, plastická chirurgie, plastická chirurgie, gynekologie a porodnictví, dermatovenerologie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1932,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, plastická chirurgie, plastická chirurgie, gynekologie a porodnictví, dermatovenerologie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1933,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, plastická chirurgie, plastická chirurgie, neurologie, kardiologie, chirurgie, chirurgie, gastroenterologie, gastroenterologie",1
1934,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, plastická chirurgie, plastická chirurgie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, anesteziologie a intenzivní medicína",1
1935,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, pneumologie a ftizeologie",2
1936,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, pneumologie a ftizeologie, alergologie a klinická imunologie",1
1937,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, psychiatrie",1
1938,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, psychiatrie, neurologie, endokrinologie a diabetologie, dermatovenerologie",1
1939,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, radiologie a zobrazovací metody",1
1940,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, radiologie a zobrazovací metody, plastická chirurgie, plastická chirurgie, chirurgie, chirurgie, dermatovenerologie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1941,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, rehabilitační a fyzikální medicína",2
1942,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, rehabilitační a fyzikální medicína, neurologie",1
1943,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, rehabilitační a fyzikální medicína, praktické lékařství pro děti a dorost, gynekologie a porodnictví, dermatovenerologie",1
1944,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, rehabilitační a fyzikální medicína, praktické lékařství pro děti a dorost, neurologie, gynekologie a porodnictví, dermatovenerologie",1
1945,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, revmatologie",4
1946,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, revmatologie, psychiatrie, neurologie, dermatovenerologie",1
1947,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, revmatologie, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, kardiologie, gastroenterologie",1
1948,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, traumatologie, chirurgie",1
1949,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, vnitřní lékařství",1
1950,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, vnitřní lékařství, plastická chirurgie, plastická chirurgie",1
1951,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, vnitřní lékařství, urologie, urologie, revmatologie, revmatologie",1
1952,Hlavní město Praha,Hlavní město Praha,"vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína",1
1953,Hlavní město Praha,Hlavní město Praha,všeobecné praktické lékařství,596
1954,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, chirurgie",3
1955,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, chirurgie, chirurgie, cévní chirurgie, cévní chirurgie",1
1956,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, chirurgie, gynekologie a porodnictví, dermatovenerologie",1
1957,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, cévní chirurgie",1
1958,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, endokrinologie a diabetologie",3
1959,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, hematologie a transfúzní lékařství",1
1960,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, kardiologie",1
1961,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, kardiologie, gastroenterologie, anesteziologie a intenzivní medicína",1
1962,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, neurologie",2
1963,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, ortopedie a traumatologie pohybového ústrojí",1
1964,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",5
1965,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost, gynekologie a porodnictví",1
1966,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, psychiatrie, neurologie",1
1967,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, radiologie a zobrazovací metody",1
1968,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, rehabilitační a fyzikální medicína, neurologie",1
1969,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, revmatologie",1
1970,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, urologie, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, neurochirurgie, kardiologie, endokrinologie a diabetologie",1
1971,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, urologie, urologie",1
1972,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství",33
1973,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, chirurgie",1
1974,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, endokrinologie a diabetologie",5
1975,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, gastroenterologie, anesteziologie a intenzivní medicína",2
1976,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, gastroenterologie, endokrinologie a diabetologie",1
1977,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, geriatrie",1
1978,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, gynekologie a porodnictví",1
1979,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, hematologie a transfúzní lékařství",1
1980,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, kardiologie",8
1981,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, kardiologie, endokrinologie a diabetologie",1
1982,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, kardiologie, hematologie a transfúzní lékařství, gastroenterologie, endokrinologie a diabetologie",1
1983,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, nefrologie",1
1984,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, nefrologie, endokrinologie a diabetologie, dermatovenerologie",1
1985,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, neurologie, kardiologie, chirurgie, cévní chirurgie",1
1986,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, neurologie, kardiologie, endokrinologie a diabetologie",1
1987,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, kardiologie, chirurgie, endokrinologie a diabetologie, dermatovenerologie",1
1988,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, plastická chirurgie, plastická chirurgie, dermatovenerologie, dermatovenerologie, cévní chirurgie, cévní chirurgie",2
1989,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, plastická chirurgie, plastická chirurgie, dermatovenerologie, dermatovenerologie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",2
1990,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, praktické lékařství pro děti a dorost",1
1991,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, psychiatrie",1
1992,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, radiologie a zobrazovací metody, kardiologie, endokrinologie a diabetologie",1
1993,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, neurologie, kardiologie, hematologie a transfúzní lékařství, endokrinologie a diabetologie, dermatovenerologie",1
1994,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, radiologie a zobrazovací metody, plastická chirurgie, plastická chirurgie, endokrinologie a diabetologie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
1995,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína",1
1996,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, kardiologie",6
1997,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, psychiatrie, otorinolaryngologie a chirurgie hlavy a krku, oftalmologie, gynekologie a porodnictví, dermatovenerologie",1
1998,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, revmatologie",2
